[2025-10-27 19:27:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T18:27:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:16:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:16:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:16:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:16:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:16:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:16:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:17:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:17:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:18:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:18:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:19:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:19:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:20:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:20:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:21:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:21:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:22:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:22:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:23:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:23:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:24:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:24:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:25:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:25:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:26:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:26:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:28] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:28","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:33] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:33","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:38] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:38","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:43] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:43","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:48] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:48","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:53] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:53","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:27:58] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:27:58","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:28:03] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:28:03","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:28:08] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:28:08","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:28:13] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:28:13","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:28:18] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:28:18","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 21:28:23] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T20:28:23","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
